latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
34.95957,-118.52981,313.9,1.08,1.04,2024-07-14,0525,T,82,6.1NRT,295.91,11.42,N
34.9581,-118.54186,339.25,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,299.08,45.2,N
34.95667,-118.55354,324.98,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,295.13,23.99,N
34.97157,-118.508,351.28,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,298.69,70.92,N
34.97012,-118.51984,337.57,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,298.35,41.56,N
34.96865,-118.53188,312.71,1.08,1.04,2024-07-14,0525,T,83,6.1NRT,295.42,10.75,N
34.98207,-118.49856,323.13,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,294.97,21.51,N
34.98064,-118.51024,341.83,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,297.44,49.9,N
34.97925,-118.52164,334.39,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,297.2,35.98,N
34.97782,-118.53328,334.39,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,295.58,36.86,N
34.99114,-118.50085,311.84,1.08,1.04,2024-07-14,0525,T,83,6.1NRT,293.89,10.93,N
34.98972,-118.51239,323.87,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,295.98,22.79,N
34.98831,-118.52387,332.7,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,296.99,34.23,N
34.98691,-118.53526,330.05,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,294.49,30.88,N
35.00015,-118.50353,304.84,1.08,1.04,2024-07-14,0525,T,62,6.1NRT,292.34,6.33,N
34.99877,-118.51473,312.72,1.08,1.04,2024-07-14,0525,T,85,6.1NRT,293.8,12.28,N
35.0641,-118.72852,310.75,1.07,1.03,2024-07-14,0525,T,36,6.1NRT,298.69,6.52,N
35.07597,-118.70792,308.18,1.07,1.03,2024-07-14,0525,T,31,6.1NRT,296.9,4.4,N
35.07454,-118.71939,312.85,1.07,1.03,2024-07-14,0525,T,86,6.1NRT,297.14,7.96,N
35.07175,-118.74173,314.9,1.07,1.03,2024-07-14,0525,T,90,6.1NRT,298.9,9.92,N
35.07035,-118.75297,311.5,1.07,1.03,2024-07-14,0525,T,78,6.1NRT,298.67,7.52,N
35.07943,-118.75469,333.81,1.07,1.03,2024-07-14,0525,T,100,6.1NRT,299.15,32.87,N
35.07803,-118.76591,322.04,1.06,1.03,2024-07-14,0525,T,100,6.1NRT,297.98,17.62,N
35.0885,-118.75647,313.02,1.07,1.03,2024-07-14,0525,T,86,6.1NRT,297.33,8.38,N
35.09617,-118.76942,314.91,1.06,1.03,2024-07-14,0525,T,90,6.1NRT,298.43,10.02,N
35.10494,-118.76589,334.44,1.07,1.03,2024-07-14,0525,T,100,6.1NRT,300.39,34.32,N
35.10355,-118.77709,326.42,1.06,1.03,2024-07-14,0525,T,100,6.1NRT,299.38,22.64,N
35.11399,-118.76786,317.21,1.07,1.03,2024-07-14,0525,T,95,6.1NRT,299.71,12.62,N
35.11262,-118.77893,317.94,1.06,1.03,2024-07-14,0525,T,96,6.1NRT,299.77,13.07,N
35.21622,-119.62366,323.03,1.02,1.01,2024-07-14,0525,T,100,6.1NRT,286.78,21.81,N
35.21331,-119.64572,324.72,1.02,1.01,2024-07-14,0525,T,63,6.1NRT,292.81,21.02,N
35.21186,-119.6567,326.34,1.02,1.01,2024-07-14,0525,T,46,6.1NRT,295.29,22.08,N
35.22366,-119.63641,320.84,1.02,1.01,2024-07-14,0525,T,59,6.1NRT,284.06,18.05,N
35.2222,-119.64743,345.24,1.02,1.01,2024-07-14,0525,T,100,6.1NRT,292.07,51.78,N
35.22074,-119.65847,368.78,1.02,1.01,2024-07-14,0525,T,100,6.1NRT,299.69,112.22,N
35.21929,-119.66946,340.93,1.02,1.01,2024-07-14,0525,T,100,6.1NRT,296.31,42.85,N
35.98115,-118.29685,326.06,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,289.76,30.27,N
35.97961,-118.30952,358.82,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,294.83,100.23,N
35.9781,-118.322,324.81,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,286.58,28.84,N
35.98789,-118.29158,321.41,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,288.46,25.18,N
35.98647,-118.3037,327.24,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,290.52,31.42,N
35.98499,-118.31636,333.43,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,290.04,41.94,N
35.98354,-118.3288,307.57,1.12,1.06,2024-07-14,0525,T,70,6.1NRT,284.17,11.93,N
35.99717,-118.29346,339.91,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,290.39,54.28,N
35.9957,-118.30602,357.2,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,298.51,95.67,N
35.99427,-118.31815,349.45,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,290.64,74.63,N
36.0049,-118.30853,339.33,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,287.84,52.63,N
36.00351,-118.32027,324.1,1.12,1.06,2024-07-14,0525,T,100,6.1NRT,284.65,28.18,N
36.84924,-113.60931,315.42,2.1,1.41,2024-07-14,0525,T,84,6.1NRT,286.04,45.75,N
36.8475,-113.63171,304.64,2.09,1.41,2024-07-14,0525,T,23,6.1NRT,287.77,22.45,N
36.58345,-118.06234,301.5,1.16,1.07,2024-07-14,0525,T,10,6.1NRT,289.17,5.38,N
38.48998,-112.28265,301.71,2.68,1.57,2024-07-14,0525,T,43,6.1NRT,286.11,23.42,N
38.48786,-112.31635,327.84,2.66,1.57,2024-07-14,0525,T,100,6.1NRT,287.03,116.22,N
42.21299,-116.08868,328.37,1.73,1.29,2024-07-14,0527,T,87,6.1NRT,268.53,58.67,N
41.47639,-122.94756,360.04,1,1,2024-07-14,0527,T,100,6.1NRT,300.42,83.19,N
41.47471,-122.9592,355.49,1,1,2024-07-14,0527,T,100,6.1NRT,297.59,71.41,N
41.47302,-122.9709,332.22,1,1,2024-07-14,0527,T,37,6.1NRT,295.05,27.38,N
41.47136,-122.98237,327.68,1,1,2024-07-14,0527,T,68,6.1NRT,290.49,22.53,N
41.46291,-123.04065,343.57,1,1,2024-07-14,0527,T,100,6.1NRT,296.01,48.21,N
41.48682,-122.93826,356.75,1,1,2024-07-14,0527,T,100,6.1NRT,297.95,74.6,N
41.48515,-122.94988,390.6,1,1,2024-07-14,0527,T,100,6.1NRT,301.36,198.18,N
41.48345,-122.96161,390.6,1,1,2024-07-14,0527,T,100,6.1NRT,307.16,199,N
41.48177,-122.97323,346.69,1,1,2024-07-14,0527,T,81,6.1NRT,300.43,50.7,N
41.48011,-122.98474,326.58,1,1,2024-07-14,0527,T,50,6.1NRT,292.9,21.15,N
41.47842,-122.99635,309.33,1,1,2024-07-14,0527,T,13,6.1NRT,279.97,6.08,N
41.47165,-123.04304,325.47,1,1,2024-07-14,0527,T,100,6.1NRT,295.79,21.5,N
41.49558,-122.94055,357.81,1,1,2024-07-14,0527,T,100,6.1NRT,298.52,78.43,N
41.49389,-122.95229,345.27,1,1,2024-07-14,0527,T,100,6.1NRT,298.29,49.79,N
41.4922,-122.96396,326.81,1,1,2024-07-14,0527,T,100,6.1NRT,295.74,21.81,N
41.50433,-122.94296,318.68,1,1,2024-07-14,0527,T,50,6.1NRT,293.67,14.91,N
41.50265,-122.95461,323.77,1,1,2024-07-14,0527,T,78,6.1NRT,294.89,19.47,N
41.48748,-123.05925,326.28,1,1,2024-07-14,0527,T,100,6.1NRT,294.37,20.63,N
41.49624,-123.06155,315.29,1,1,2024-07-14,0527,T,56,6.1NRT,295.5,10.9,N
41.49454,-123.07317,314.97,1,1,2024-07-14,0527,T,67,6.1NRT,293.44,11.01,N
41.49285,-123.08486,311.09,1.01,1,2024-07-14,0527,T,81,6.1NRT,292.64,8.74,N
41.50667,-123.05243,330.23,1,1,2024-07-14,0527,T,100,6.1NRT,298.76,26.51,N
41.50498,-123.064,330.23,1,1,2024-07-14,0527,T,100,6.1NRT,297.83,26.16,N
41.5033,-123.07556,319.26,1,1,2024-07-14,0527,T,84,6.1NRT,294.48,14.69,N
41.51544,-123.05455,314.37,1,1,2024-07-14,0527,T,47,6.1NRT,294.75,10.42,N
41.51374,-123.06634,328.96,1,1,2024-07-14,0527,T,100,6.1NRT,295.7,25.47,N
41.52758,-123.03349,304.82,1,1,2024-07-14,0527,T,30,6.1NRT,293.85,4.33,N
41.5259,-123.04504,317.1,1,1,2024-07-14,0527,T,94,6.1NRT,293.41,13.8,N
41.52421,-123.05668,305.52,1,1,2024-07-14,0527,T,57,6.1NRT,290.95,5,N
44.12252,-114.97139,345.3,2.12,1.41,2024-07-14,0527,T,100,6.1NRT,294.8,160.78,N
44.1237,-114.97665,328.38,2.12,1.41,2024-07-14,0527,T,100,6.1NRT,292.1,82.81,N
43.76883,-119.21056,369.05,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,304.36,154.05,N
43.76721,-119.22624,348.24,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,298.95,78.26,N
43.78025,-119.19682,313.9,1.25,1.11,2024-07-14,0527,T,76,6.1NRT,298.13,13.45,N
43.77863,-119.21244,377.6,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,310.29,195.14,N
43.77701,-119.22805,386.16,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,311.44,245.92,N
43.77545,-119.24306,324.77,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,297.84,28.73,N
43.79006,-119.19875,337.54,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,301.29,50.94,N
43.78845,-119.21423,343.51,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,306.53,65.24,N
43.78684,-119.22966,389.82,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,315.48,269.88,N
43.78526,-119.24487,409.76,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,318.16,434.38,N
43.78365,-119.26018,331.87,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,296.95,40.67,N
43.80146,-119.18552,304.92,1.25,1.11,2024-07-14,0527,T,19,6.1NRT,294.32,6.08,N
43.79984,-119.20104,317.92,1.25,1.11,2024-07-14,0527,T,71,6.1NRT,297.98,18.35,N
43.79827,-119.21603,328.62,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,301.88,32.71,N
43.79663,-119.23169,328.47,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,302.05,32.11,N
43.79502,-119.24704,336.53,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,303.4,47.93,N
43.79341,-119.26234,321.37,1.24,1.11,2024-07-14,0527,T,91,6.1NRT,297.86,22.7,N
43.80965,-119.20295,326.35,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,297.49,28.02,N
43.80807,-119.21798,324.9,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,299.27,26.1,N
43.80643,-119.23356,317.49,1.25,1.11,2024-07-14,0527,T,18,6.1NRT,300.49,15.36,N
43.80479,-119.24913,324.28,1.24,1.11,2024-07-14,0527,T,55,6.1NRT,301.3,24.58,N
43.80319,-119.26426,321.16,1.24,1.11,2024-07-14,0527,T,28,6.1NRT,300.32,20.72,N
43.8016,-119.27936,327.89,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,300.76,31.52,N
43.80001,-119.29433,328.91,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,297.99,33.78,N
43.82268,-119.17433,317.6,1.25,1.11,2024-07-14,0527,T,59,6.1NRT,294.64,18.24,N
43.82106,-119.1897,326.57,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,295.24,29.8,N
43.81947,-119.20481,319.75,1.25,1.11,2024-07-14,0527,T,94,6.1NRT,295.48,18.09,N
43.81789,-119.21977,327.54,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,296.07,28.64,N
43.81623,-119.2354,320.27,1.25,1.11,2024-07-14,0527,T,74,6.1NRT,299.7,18.52,N
43.81457,-119.25108,320.5,1.24,1.11,2024-07-14,0527,T,22,6.1NRT,300.04,18.36,N
43.81299,-119.26604,327.1,1.24,1.11,2024-07-14,0527,T,82,6.1NRT,301.19,28.51,N
43.81136,-119.28134,320.44,1.24,1.11,2024-07-14,0527,T,0,6.1NRT,298.89,18.38,N
43.82442,-119.25252,329.81,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,301.45,32.39,N
43.82275,-119.26814,327.02,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,299.88,27.7,N
43.84396,-119.16283,317.1,1.26,1.11,2024-07-14,0527,T,38,6.1NRT,293.85,17.71,N
43.83417,-119.2548,319.83,1.24,1.11,2024-07-14,0527,T,54,6.1NRT,298.87,16.86,N
43.8325,-119.27034,323.21,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,298.93,19.65,N
43.83085,-119.28576,328.43,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,296.73,28.45,N
43.85378,-119.1649,330.56,1.26,1.11,2024-07-14,0527,T,100,6.1NRT,297.03,38.08,N
43.85583,-119.15621,322.86,1.26,1.11,2024-07-14,0527,T,94,6.1NRT,295.97,25.2,N
43.85428,-119.17146,321.39,1.26,1.11,2024-07-14,0527,T,51,6.1NRT,296.23,21.68,N
43.84484,-119.26351,314.7,1.24,1.11,2024-07-14,0527,T,18,6.1NRT,298.23,10.47,N
43.86569,-119.15802,327.21,1.26,1.11,2024-07-14,0527,T,100,6.1NRT,296.76,31.99,N
43.86409,-119.17365,321.69,1.26,1.11,2024-07-14,0527,T,0,6.1NRT,297.59,21.91,N
43.84987,-119.31133,317.44,1.24,1.11,2024-07-14,0527,T,81,6.1NRT,296.52,13.77,N
43.84831,-119.32641,313.72,1.24,1.11,2024-07-14,0527,T,59,6.1NRT,293.67,11.22,N
43.8451,-119.35725,318.78,1.23,1.1,2024-07-14,0527,T,97,6.1NRT,297.95,19.13,N
43.84354,-119.37218,337.88,1.23,1.1,2024-07-14,0527,T,100,6.1NRT,299.43,50.52,N
43.84196,-119.38725,342.11,1.23,1.1,2024-07-14,0527,T,100,6.1NRT,296.82,60.48,N
43.84043,-119.40187,323.2,1.23,1.1,2024-07-14,0527,T,100,6.1NRT,293.05,26.01,N
43.87707,-119.14495,315.91,1.26,1.12,2024-07-14,0527,T,92,6.1NRT,294.69,18.8,N
43.87545,-119.1607,351.9,1.26,1.11,2024-07-14,0527,T,100,6.1NRT,307.06,90.82,N
43.8739,-119.1758,335.74,1.26,1.11,2024-07-14,0527,T,66,6.1NRT,303.56,46.73,N
43.86117,-119.29858,313.8,1.24,1.11,2024-07-14,0527,T,32,6.1NRT,297.68,9.1,N
43.85962,-119.31345,350.87,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,301.33,80.81,N
43.85806,-119.32845,343.51,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,297.1,61.25,N
43.85646,-119.34372,318.65,1.24,1.1,2024-07-14,0527,T,52,6.1NRT,295.34,16.64,N
43.85485,-119.35903,328.3,1.23,1.1,2024-07-14,0527,T,100,6.1NRT,297.22,31.88,N
43.85325,-119.37435,316.44,1.23,1.1,2024-07-14,0527,T,54,6.1NRT,296.05,15.58,N
43.88523,-119.16316,348.96,1.26,1.11,2024-07-14,0527,T,100,6.1NRT,299.52,82.84,N
43.88371,-119.17787,341.94,1.26,1.11,2024-07-14,0527,T,100,6.1NRT,299.52,62.05,N
43.88215,-119.19292,324.86,1.25,1.11,2024-07-14,0527,T,58,6.1NRT,294.45,27.02,N
43.88057,-119.20824,321.44,1.25,1.11,2024-07-14,0527,T,49,6.1NRT,293.72,21.25,N
43.87574,-119.25459,317.76,1.25,1.11,2024-07-14,0527,T,77,6.1NRT,298.64,13.9,N
43.87417,-119.26968,321.17,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,299.81,17.66,N
43.87091,-119.30086,326.27,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,300.97,25.23,N
43.86936,-119.3156,320.69,1.24,1.11,2024-07-14,0527,T,83,6.1NRT,298.81,17.71,N
43.86777,-119.33081,322.55,1.24,1.11,2024-07-14,0527,T,95,6.1NRT,297.94,20.66,N
43.86298,-119.37636,323.53,1.23,1.1,2024-07-14,0527,T,72,6.1NRT,295.79,22.08,N
43.89195,-119.19509,308.47,1.25,1.11,2024-07-14,0527,T,22,6.1NRT,290.16,9.6,N
43.88874,-119.22591,329.34,1.25,1.11,2024-07-14,0527,T,95,6.1NRT,295.68,34.24,N
43.88713,-119.24129,328.24,1.25,1.11,2024-07-14,0527,T,96,6.1NRT,296.22,31.19,N
43.88552,-119.25669,328.73,1.25,1.11,2024-07-14,0527,T,93,6.1NRT,301.08,32.66,N
43.88393,-119.27182,328.73,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,301.99,32.34,N
43.8823,-119.28735,332.52,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,301.88,38.44,N
43.88068,-119.3027,330.6,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,300.57,34.13,N
43.87911,-119.3177,322.44,1.24,1.11,2024-07-14,0527,T,85,6.1NRT,298.56,21,N
43.87753,-119.33267,313.54,1.24,1.11,2024-07-14,0527,T,15,6.1NRT,295.68,9.34,N
43.87592,-119.34799,320.77,1.24,1.1,2024-07-14,0527,T,76,6.1NRT,297.28,17.81,N
43.87431,-119.36314,318.3,1.23,1.1,2024-07-14,0527,T,11,6.1NRT,296.69,15.22,N
44.06068,-117.56618,307.08,1.51,1.21,2024-07-14,0527,T,69,6.1NRT,295.81,9.14,N
43.89688,-119.24372,312.58,1.25,1.11,2024-07-14,0527,T,64,6.1NRT,288.25,13.4,N
43.89524,-119.25928,348.82,1.25,1.11,2024-07-14,0527,T,100,6.1NRT,305.07,80.82,N
43.89368,-119.27414,349.9,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,308.37,82.98,N
43.89211,-119.28902,318.01,1.24,1.11,2024-07-14,0527,T,56,6.1NRT,296.41,18.86,N
43.88886,-119.31977,313,1.24,1.11,2024-07-14,0527,T,34,6.1NRT,296.63,14.13,N
43.88398,-119.36573,318.86,1.23,1.1,2024-07-14,0527,T,13,6.1NRT,296.69,18.79,N
43.87763,-119.42543,317.17,1.23,1.1,2024-07-14,0527,T,37,6.1NRT,290.18,18.04,N
44.0731,-117.54943,317.65,1.51,1.21,2024-07-14,0527,T,95,6.1NRT,295.81,23.75,N
44.07137,-117.56847,322.04,1.51,1.21,2024-07-14,0527,T,100,6.1NRT,296.52,30.72,N
44.06973,-117.58656,323.19,1.51,1.21,2024-07-14,0527,T,100,6.1NRT,296.52,32.48,N
43.90497,-119.26176,316.08,1.25,1.11,2024-07-14,0527,T,92,6.1NRT,292.34,18.83,N
43.90345,-119.27615,334.52,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,293.8,47.37,N
43.90183,-119.29145,335.62,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,298.43,49.27,N
43.9002,-119.30685,336.29,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,299.94,49.6,N
43.89858,-119.32207,332.66,1.24,1.11,2024-07-14,0527,T,100,6.1NRT,299.25,42.04,N
43.89702,-119.33678,322.33,1.24,1.11,2024-07-14,0527,T,87,6.1NRT,295.9,24.81,N
43.89535,-119.35245,328.62,1.24,1.1,2024-07-14,0527,T,83,6.1NRT,297.97,33.03,N
43.8937,-119.36786,320.73,1.23,1.1,2024-07-14,0527,T,25,6.1NRT,297.03,20.7,N
43.89052,-119.39765,326.85,1.23,1.1,2024-07-14,0527,T,21,6.1NRT,298.84,29.17,N
43.88896,-119.41229,330.92,1.23,1.1,2024-07-14,0527,T,96,6.1NRT,294.77,36.77,N
43.90833,-119.32413,302.31,1.24,1.11,2024-07-14,0527,T,21,6.1NRT,291.84,5.61,N
43.90509,-119.35442,318.31,1.24,1.1,2024-07-14,0527,T,75,6.1NRT,293.78,19.82,N
43.90345,-119.36976,326.74,1.23,1.1,2024-07-14,0527,T,95,6.1NRT,295.93,31.02,N
43.90181,-119.38497,326.58,1.23,1.1,2024-07-14,0527,T,98,6.1NRT,295.31,30.94,N
43.90022,-119.39988,319.59,1.23,1.1,2024-07-14,0527,T,55,6.1NRT,292.49,20.79,N
44.08936,-117.60999,305.66,1.5,1.21,2024-07-14,0527,T,38,6.1NRT,292.02,7.91,N
44.08762,-117.62874,366.03,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,297.47,183.99,N
44.08595,-117.64682,331.73,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,294.3,52.15,N
44.09828,-117.6311,321.71,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,289.92,30.55,N
44.09657,-117.64941,327.25,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,291.8,41.6,N
44.09258,-117.61638,334.97,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,292.12,60.37,N
44.09094,-117.63511,354.21,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,296.78,125.59,N
44.08936,-117.65314,320.66,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,292.25,28.6,N
44.10159,-117.63757,331.24,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,289.82,51.21,N
44.09999,-117.65565,326.8,1.5,1.21,2024-07-14,0527,T,100,6.1NRT,290.7,40.64,N
44.11225,-117.63995,305.19,1.5,1.21,2024-07-14,0527,T,30,6.1NRT,286.8,9.51,N
44.12289,-117.64246,304.83,1.5,1.21,2024-07-14,0527,T,11,6.1NRT,285.18,9.25,N
44.13936,-117.70045,353.68,1.49,1.21,2024-07-14,0527,T,100,6.1NRT,293.51,123.88,N
44.15157,-117.68541,350.23,1.49,1.21,2024-07-14,0527,T,100,6.1NRT,288.61,111.87,N
44.14999,-117.7027,395.77,1.49,1.21,2024-07-14,0527,T,100,6.1NRT,300.09,409.17,N
44.1622,-117.68774,335.82,1.49,1.21,2024-07-14,0527,T,100,6.1NRT,283.68,66.05,N
44.16063,-117.7048,338.11,1.49,1.21,2024-07-14,0527,T,100,6.1NRT,287.38,71.14,N
45.13294,-119.94116,327.31,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,295.71,33.3,N
45.14588,-119.913,328.23,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,295.02,33.63,N
45.14434,-119.9273,316.41,1.21,1.09,2024-07-14,0527,T,93,6.1NRT,295.89,17.04,N
45.14264,-119.9428,342.81,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,296.33,62.97,N
45.14092,-119.95844,301.7,1.21,1.09,2024-07-14,0527,T,16,6.1NRT,291.01,5.4,N
45.14938,-119.90388,303.88,1.21,1.09,2024-07-14,0527,T,50,6.1NRT,293.6,6.17,N
45.14782,-119.91883,335.34,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,296.86,46.43,N
45.14631,-119.9331,321.12,1.21,1.09,2024-07-14,0527,T,84,6.1NRT,296.54,21.84,N
45.14465,-119.94901,325.14,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,295.24,28.19,N
45.15908,-119.90564,337,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,297.15,50.13,N
45.15749,-119.92073,330.6,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,296.91,36.28,N
45.15594,-119.93539,331.55,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,298.69,36.38,N
45.15435,-119.9505,328.33,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,298.16,32.45,N
45.16878,-119.9073,347.26,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,297.98,73.64,N
45.16717,-119.92258,332.09,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,298.61,38.09,N
45.16558,-119.93752,315.65,1.21,1.09,2024-07-14,0527,T,29,6.1NRT,296.59,12.97,N
45.16404,-119.95207,314.94,1.21,1.09,2024-07-14,0527,T,60,6.1NRT,297,13.89,N
45.17849,-119.90899,312.82,1.21,1.09,2024-07-14,0527,T,86,6.1NRT,294.56,13.96,N
45.17685,-119.92445,372.53,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,302.03,162.42,N
45.17524,-119.93955,328.91,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,296.96,32.07,N
45.18492,-119.94139,324.3,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,296.49,25.94,N
45.19458,-119.94334,321.32,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,295.65,22.47,N
45.193,-119.95805,341.49,1.21,1.09,2024-07-14,0527,T,100,6.1NRT,297.52,57.89,N
45.19136,-119.97331,313.26,1.21,1.09,2024-07-14,0527,T,80,6.1NRT,294.39,13.11,N
46.67281,-111.62876,302.29,3.47,1.75,2024-07-14,0527,T,48,6.1NRT,290.07,30.09,N
48.18375,-120.41663,300.15,1.25,1.11,2024-07-14,0529,T,7,6.1NRT,287.32,6.13,N
48.18223,-120.4315,301.43,1.25,1.11,2024-07-14,0529,T,4,6.1NRT,289.33,6.14,N
48.19216,-120.43266,307.67,1.25,1.11,2024-07-14,0529,T,57,6.1NRT,289.72,11.06,N
48.19075,-120.44648,311.02,1.25,1.11,2024-07-14,0529,T,81,6.1NRT,291.41,14.27,N
48.23027,-120.56123,309.84,1.24,1.11,2024-07-14,0529,T,27,6.1NRT,292.19,10.55,N
48.22856,-120.57778,316.55,1.24,1.11,2024-07-14,0529,T,30,6.1NRT,293.94,16.39,N
48.24156,-120.54858,309.56,1.24,1.11,2024-07-14,0529,T,46,6.1NRT,292.53,12.2,N
48.2401,-120.56278,352.59,1.24,1.11,2024-07-14,0529,T,100,6.1NRT,297.35,91.76,N
48.23846,-120.57876,328.67,1.24,1.11,2024-07-14,0529,T,90,6.1NRT,294.91,33.84,N
48.25144,-120.54975,327.58,1.24,1.11,2024-07-14,0529,T,100,6.1NRT,292.75,35.47,N
48.24978,-120.56583,324.67,1.24,1.11,2024-07-14,0529,T,100,6.1NRT,293,29.71,N
49.13639,-123.84992,307.58,1.02,1.01,2024-07-14,0529,T,72,6.1NRT,292.73,7.4,N
49.13463,-123.86362,304.14,1.02,1.01,2024-07-14,0529,T,59,6.1NRT,293.34,5.29,N
33.01003,-79.88487,310.93,1.07,1.03,2024-07-14,0801,A,81,6.1NRT,293.05,8.85,N
27.01437,-80.99104,303.29,1.12,1.05,2024-07-14,0803,A,54,6.1NRT,292.66,4.67,N
27.01255,-80.98007,305.27,1.12,1.05,2024-07-14,0803,A,64,6.1NRT,293.08,6.03,N
49.65847,-67.74525,307.87,1.81,1.32,2024-07-14,0754,A,73,6.1NRT,289.4,22.4,N
42.80246,-80.10012,302.59,1.03,1.01,2024-07-14,0758,A,50,6.1NRT,291.72,5.63,N
41.46261,-81.67253,308.43,1.1,1.05,2024-07-14,0758,A,74,6.1NRT,294.1,8.62,N
41.45337,-81.67454,305.39,1.1,1.05,2024-07-14,0758,A,64,6.1NRT,293.56,6.38,N
38.9525,-81.92204,310.06,1.07,1.03,2024-07-14,0758,A,79,6.1NRT,291.89,10.7,N
46.69933,-111.60598,301.87,2.34,1.48,2024-07-14,0937,A,45,6.1NRT,286.24,19.7,N
45.17557,-106.66753,308.08,1.24,1.11,2024-07-14,0937,A,73,6.1NRT,289.48,12.05,N
42.66347,-106.80851,314.57,1.18,1.08,2024-07-14,0937,A,89,6.1NRT,285.58,18.49,N
42.66178,-106.79453,336.31,1.18,1.08,2024-07-14,0937,A,100,6.1NRT,289.52,49.92,N
42.66011,-106.78069,308.24,1.17,1.08,2024-07-14,0937,A,74,6.1NRT,289.29,12.14,N
42.6885,-111.57795,303.58,2.09,1.41,2024-07-14,0937,A,56,6.1NRT,284.95,22.66,N
